hh_id,region_name,region_id,latnum,longnum,sex_binary,age,eduyrs,hh_income,wt.by.ht,water_source,water_mins,hhid,hv001,hv006,hv007,hv009,hv012,hv014,hv021,hv023,hv024,hv025,hv040,hv201,hv204,hv205,hv206,hv207,hv208,hv209,hv213,hv214,hv215,hv221,hv225,hv235,hv270,hv104,hv105,hv106,hv107,hv108,hv109,hv111,hv113,hv121,hv124,region
1 96,manicaland,167,6.9022698,8.0971146,female,14,5,poorer,-0.41513772,river/dam/lake/ponds/stream/canal/irrigation channel,30,1 96,1,5,2013,5,5,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,natural - thatch,no,no,elsewhere,poorer,female,14,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
1 34,manicaland,167,6.9022698,8.0971146,male,6,0,poorer,-0.833045643,river/dam/lake/ponds/stream/canal/irrigation channel,90,1 34,1,5,2013,8,8,2,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,90,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,natural - thatch,no,yes,elsewhere,poorer,male,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
1  2,manicaland,167,6.9022698,8.0971146,male,14,7,poorer,-0.034783396,river/dam/lake/ponds/stream/canal/irrigation channel,40,1  2,1,5,2013,10,10,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,40,no facility/bush/field,no,no,no,no,natural - earth / sand,natural - mud,natural - thatch,no,NA,elsewhere,poorer,male,14,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
1 45,manicaland,167,6.9022698,8.0971146,male,10,7,middle,1.347043728,river/dam/lake/ponds/stream/canal/irrigation channel,90,1 45,1,5,2013,10,10,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,90,pit latrine with slab,no,yes,no,no,finished - cement,natural - mud,finished - metal,no,no,elsewhere,middle,male,10,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
1 85,manicaland,167,6.9022698,8.0971146,female,12,1,poorer,-0.11873004,river/dam/lake/ponds/stream/canal/irrigation channel,30,1 85,1,5,2013,8,8,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine with slab,no,no,no,no,finished - carpet,natural - mud,finished - metal,no,yes,elsewhere,poorer,female,12,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
1  4,manicaland,167,6.9022698,8.0971146,female,10,3,poorer,1.014587404,river/dam/lake/ponds/stream/canal/irrigation channel,30,1  4,1,5,2013,5,5,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,no,no,no,no,natural - earth / sand,natural - mud,natural - thatch,no,NA,elsewhere,poorer,female,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 58,manicaland,167,6.9022698,8.0971146,female,8,1,poorer,1.322628676,river/dam/lake/ponds/stream/canal/irrigation channel,60,1 58,1,5,2013,5,5,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,poorer,female,8,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
1 68,manicaland,167,6.9022698,8.0971146,female,10,3,poorer,-0.856568018,river/dam/lake/ponds/stream/canal/irrigation channel,60,1 68,1,5,2013,6,6,2,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine with slab,no,no,no,no,natural - earth / sand,natural - mud,natural - thatch,no,no,elsewhere,poorer,female,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 49,manicaland,167,6.9022698,8.0971146,male,10,2,poorer,-0.71583232,river/dam/lake/ponds/stream/canal/irrigation channel,60,1 49,1,5,2013,10,10,3,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine with slab,no,no,no,no,natural - earth / sand,natural - mud,finished - metal,no,yes,elsewhere,poorer,male,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
1 43,manicaland,167,6.9022698,8.0971146,male,12,0,poorer,-1.399542617,river/dam/lake/ponds/stream/canal/irrigation channel,10,1 43,1,5,2013,5,5,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,10,pit latrine with slab,no,yes,no,no,natural - earth / sand,natural - mud,natural - thatch,no,no,elsewhere,poorer,male,12,"no education, preschool",NA,0,no education,yes,yes,no,0,167
1 58,manicaland,167,6.9022698,8.0971146,male,10,3,poorer,-1.735092087,river/dam/lake/ponds/stream/canal/irrigation channel,60,1 58,1,5,2013,5,5,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,poorer,male,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 38,manicaland,167,6.9022698,8.0971146,male,10,3,poorer,0.086989193,river/dam/lake/ponds/stream/canal/irrigation channel,120,1 38,1,5,2013,7,7,2,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,120,pit latrine without slab/open pit,no,yes,no,no,natural - earth / sand,finished - bricks,natural - thatch,no,no,elsewhere,poorer,male,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 90,manicaland,167,6.9022698,8.0971146,male,15,7,poorer,-0.117023293,river/dam/lake/ponds/stream/canal/irrigation channel,on premises,1 90,1,5,2013,6,6,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,on premises,pit latrine without slab/open pit,no,yes,no,no,natural - earth / sand,finished - bricks,finished - metal,no,no,in own yard/plot,poorer,male,15,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
1 77,manicaland,167,6.9022698,8.0971146,male,7,3,poorest,0.420879435,river/dam/lake/ponds/stream/canal/irrigation channel,60,1 77,1,5,2013,4,4,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,natural - thatch,no,no,elsewhere,poorest,male,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 21,manicaland,167,6.9022698,8.0971146,male,7,3,poorer,-0.131367632,river/dam/lake/ponds/stream/canal/irrigation channel,30,1 21,1,5,2013,7,7,2,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine with slab,no,no,no,no,natural - earth / sand,natural - mud,finished - metal,no,no,elsewhere,poorer,male,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 72,manicaland,167,6.9022698,8.0971146,female,13,0,poorer,0.689087187,river/dam/lake/ponds/stream/canal/irrigation channel,90,1 72,1,5,2013,7,7,2,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,90,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,poorer,female,13,primary,6,6,complete primary,yes,yes,no,0,167
1 45,manicaland,167,6.9022698,8.0971146,male,8,2,middle,0.60190674,river/dam/lake/ponds/stream/canal/irrigation channel,90,1 45,1,5,2013,10,10,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,90,pit latrine with slab,no,yes,no,no,finished - cement,natural - mud,finished - metal,no,no,elsewhere,middle,male,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
1 85,manicaland,167,6.9022698,8.0971146,male,6,1,poorer,1.123558984,river/dam/lake/ponds/stream/canal/irrigation channel,30,1 85,1,5,2013,8,8,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine with slab,no,no,no,no,finished - carpet,natural - mud,finished - metal,no,yes,elsewhere,poorer,male,6,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
1  2,manicaland,167,6.9022698,8.0971146,male,12,4,poorer,-1.016407781,river/dam/lake/ponds/stream/canal/irrigation channel,40,1  2,1,5,2013,10,10,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,40,no facility/bush/field,no,no,no,no,natural - earth / sand,natural - mud,natural - thatch,no,NA,elsewhere,poorer,male,12,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
1 21,manicaland,167,6.9022698,8.0971146,male,10,4,poorer,2.263429051,river/dam/lake/ponds/stream/canal/irrigation channel,30,1 21,1,5,2013,7,7,2,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine with slab,no,no,no,no,natural - earth / sand,natural - mud,finished - metal,no,no,elsewhere,poorer,male,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
1 92,manicaland,167,6.9022698,8.0971146,male,13,6,poorest,-0.406168818,river/dam/lake/ponds/stream/canal/irrigation channel,20,1 92,1,5,2013,8,8,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,20,pit latrine without slab/open pit,no,yes,no,no,natural - earth / sand,99,natural - thatch,no,no,elsewhere,poorest,male,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
1 96,manicaland,167,6.9022698,8.0971146,female,11,3,poorer,0.746169086,river/dam/lake/ponds/stream/canal/irrigation channel,30,1 96,1,5,2013,5,5,0,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,natural - thatch,no,no,elsewhere,poorer,female,11,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
1 45,manicaland,167,6.9022698,8.0971146,female,12,6,middle,-1.743184798,river/dam/lake/ponds/stream/canal/irrigation channel,90,1 45,1,5,2013,10,10,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,90,pit latrine with slab,no,yes,no,no,finished - cement,natural - mud,finished - metal,no,no,elsewhere,middle,female,12,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
1 36,manicaland,167,6.9022698,8.0971146,male,10,2,poorer,-0.606391583,river/dam/lake/ponds/stream/canal/irrigation channel,90,1 36,1,5,2013,7,7,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,90,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,natural - thatch,no,no,elsewhere,poorer,male,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
1  2,manicaland,167,6.9022698,8.0971146,male,8,2,poorer,1.131773739,river/dam/lake/ponds/stream/canal/irrigation channel,40,1  2,1,5,2013,10,10,1,1,35,manicaland,rural,81,river/dam/lake/ponds/stream/canal/irrigation channel,40,no facility/bush/field,no,no,no,no,natural - earth / sand,natural - mud,natural - thatch,no,NA,elsewhere,poorer,male,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
2 68,manicaland,167,7.854454,7.8768072,male,15,8,poorer,-2.479261786,river/dam/lake/ponds/stream/canal/irrigation channel,40,2 68,2,4,2013,1,1,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,40,pit latrine without slab/open pit,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,poorer,male,15,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
2 19,manicaland,167,7.854454,7.8768072,male,13,8,poorer,-0.241433702,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 19,2,4,2013,6,6,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,no,yes,no,no,natural - earth / sand,natural - mud,finished - metal,no,NA,elsewhere,poorer,male,13,secondary,1,7,incomplete secondary,yes,no,attended at some time,8,167
2 18,manicaland,167,7.854454,7.8768072,male,9,8,richer,2.187919814,river/dam/lake/ponds/stream/canal/irrigation channel,90,2 18,2,4,2013,12,11,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,90,no facility/bush/field,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,9,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
2 44,manicaland,167,7.854454,7.8768072,female,11,5,middle,-0.254876064,river/dam/lake/ponds/stream/canal/irrigation channel,60,2 44,2,4,2013,5,5,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine with slab,no,no,no,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,middle,female,11,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
2 36,manicaland,167,7.854454,7.8768072,female,12,7,middle,-0.219936023,river/dam/lake/ponds/stream/canal/irrigation channel,120,2 36,2,4,2013,6,6,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,120,ventilated improved pit latrine (vip),no,no,no,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,female,12,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
2 23,manicaland,167,7.854454,7.8768072,male,6,1,middle,0.62014138,river/dam/lake/ponds/stream/canal/irrigation channel,60,2 23,2,4,2013,11,11,3,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,yes,yes,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,middle,male,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
2 46,manicaland,167,7.854454,7.8768072,male,14,5,poorer,0.130846019,river/dam/lake/ponds/stream/canal/irrigation channel,90,2 46,2,4,2013,7,7,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,90,no facility/bush/field,no,yes,no,no,natural - earth / sand,finished - bricks,finished - metal,no,NA,elsewhere,poorer,male,14,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
2 36,manicaland,167,7.854454,7.8768072,male,14,8,middle,-0.162947751,river/dam/lake/ponds/stream/canal/irrigation channel,120,2 36,2,4,2013,6,6,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,120,ventilated improved pit latrine (vip),no,no,no,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,male,14,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
2 19,manicaland,167,7.854454,7.8768072,male,10,5,poorer,-0.052578856,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 19,2,4,2013,6,6,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,no,yes,no,no,natural - earth / sand,natural - mud,finished - metal,no,NA,elsewhere,poorer,male,10,primary,4,4,incomplete primary,yes,no,attended at some time,5,167
2 32,manicaland,167,7.854454,7.8768072,female,13,7,poorer,1.374094938,protected well,8,2 32,2,4,2013,9,9,2,2,35,manicaland,rural,118,protected well,8,no facility/bush/field,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,NA,elsewhere,poorer,female,13,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
2 32,manicaland,167,7.854454,7.8768072,female,10,3,poorer,0.51914825,protected well,8,2 32,2,4,2013,9,9,2,2,35,manicaland,rural,118,protected well,8,no facility/bush/field,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,NA,elsewhere,poorer,female,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
2 75,manicaland,167,7.854454,7.8768072,female,10,7,richer,1.192654786,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 75,2,4,2013,7,7,2,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,flush to septic tank,no,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richer,female,10,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
2  1,manicaland,167,7.854454,7.8768072,male,6,0,richer,0.542555486,river/dam/lake/ponds/stream/canal/irrigation channel,120,2  1,2,4,2013,9,9,3,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,120,ventilated improved pit latrine (vip),no,yes,yes,no,finished - carpet,finished - cement blocks,finished - metal,no,no,elsewhere,richer,male,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
2 19,manicaland,167,7.854454,7.8768072,female,7,0,poorer,-0.554716626,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 19,2,4,2013,6,6,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,no,yes,no,no,natural - earth / sand,natural - mud,finished - metal,no,NA,elsewhere,poorer,female,7,"no education, preschool",NA,0,no education,yes,no,attended at some time,0,167
2 47,manicaland,167,7.854454,7.8768072,female,9,5,middle,-0.826899485,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 47,2,4,2013,6,6,0,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,no,no,no,no,natural - earth / sand,finished - bricks,finished - metal,no,NA,elsewhere,middle,female,9,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
2 62,manicaland,167,7.854454,7.8768072,female,7,0,richer,1.415757786,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 62,2,4,2013,6,6,2,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine with slab,no,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,richer,female,7,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
2 18,manicaland,167,7.854454,7.8768072,male,12,9,richer,-0.561463727,river/dam/lake/ponds/stream/canal/irrigation channel,90,2 18,2,4,2013,12,11,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,90,no facility/bush/field,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,12,secondary,3,9,incomplete secondary,yes,yes,attended at some time,9,167
2 77,manicaland,167,7.854454,7.8768072,male,9,6,middle,-1.327496756,protected well,on premises,2 77,2,4,2013,11,11,0,2,35,manicaland,rural,118,protected well,on premises,pit latrine with slab,no,yes,yes,no,natural - earth / sand,natural - mud,finished - metal,no,no,in own dwelling,middle,male,9,primary,5,5,incomplete primary,no,yes,attended at some time,6,167
2 18,manicaland,167,7.854454,7.8768072,male,12,9,richer,-1.57208246,river/dam/lake/ponds/stream/canal/irrigation channel,90,2 18,2,4,2013,12,11,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,90,no facility/bush/field,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,12,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
2  1,manicaland,167,7.854454,7.8768072,male,8,0,richer,0.034911649,river/dam/lake/ponds/stream/canal/irrigation channel,120,2  1,2,4,2013,9,9,3,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,120,ventilated improved pit latrine (vip),no,yes,yes,no,finished - carpet,finished - cement blocks,finished - metal,no,no,elsewhere,richer,male,8,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
2 25,manicaland,167,7.854454,7.8768072,female,6,0,middle,-1.377423254,protected well,5,2 25,2,4,2013,8,8,3,2,35,manicaland,rural,118,protected well,5,no facility/bush/field,no,yes,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,female,6,"no education, preschool",NA,0,no education,yes,yes,no,0,167
2 79,manicaland,167,7.854454,7.8768072,female,15,7,richer,-0.510387798,river/dam/lake/ponds/stream/canal/irrigation channel,60,2 79,2,4,2013,8,8,2,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richer,female,15,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
2 77,manicaland,167,7.854454,7.8768072,male,12,9,middle,0.404469294,protected well,on premises,2 77,2,4,2013,11,11,0,2,35,manicaland,rural,118,protected well,on premises,pit latrine with slab,no,yes,yes,no,natural - earth / sand,natural - mud,finished - metal,no,no,in own dwelling,middle,male,12,secondary,2,8,incomplete secondary,no,yes,attended at some time,9,167
2 46,manicaland,167,7.854454,7.8768072,male,6,1,poorer,-0.344478505,river/dam/lake/ponds/stream/canal/irrigation channel,90,2 46,2,4,2013,7,7,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,90,no facility/bush/field,no,yes,no,no,natural - earth / sand,finished - bricks,finished - metal,no,NA,elsewhere,poorer,male,6,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
2 75,manicaland,167,7.854454,7.8768072,male,12,8,richer,-0.016383799,river/dam/lake/ponds/stream/canal/irrigation channel,30,2 75,2,4,2013,7,7,2,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,30,flush to septic tank,no,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richer,male,12,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
2 23,manicaland,167,7.854454,7.8768072,male,14,7,middle,-0.002565248,river/dam/lake/ponds/stream/canal/irrigation channel,60,2 23,2,4,2013,11,11,3,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,yes,yes,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,middle,male,14,primary,6,6,complete primary,yes,yes,attended at some time,7,167
2  4,manicaland,167,7.854454,7.8768072,female,7,4,poorer,0.352004534,river/dam/lake/ponds/stream/canal/irrigation channel,4,2  4,2,4,2013,7,6,2,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,4,no facility/bush/field,no,yes,no,no,natural - earth / sand,finished - bricks,finished - metal,no,NA,elsewhere,poorer,female,7,primary,3,3,incomplete primary,yes,no,attended at some time,4,167
2 18,manicaland,167,7.854454,7.8768072,male,9,7,richer,-0.985549554,river/dam/lake/ponds/stream/canal/irrigation channel,90,2 18,2,4,2013,12,11,1,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,90,no facility/bush/field,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,9,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
2 23,manicaland,167,7.854454,7.8768072,male,6,1,middle,0.981237402,river/dam/lake/ponds/stream/canal/irrigation channel,60,2 23,2,4,2013,11,11,3,2,35,manicaland,rural,118,river/dam/lake/ponds/stream/canal/irrigation channel,60,pit latrine without slab/open pit,no,yes,yes,no,natural - earth / sand,finished - bricks,finished - metal,no,no,elsewhere,middle,male,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
2 77,manicaland,167,7.854454,7.8768072,female,15,9,middle,0.195649244,protected well,on premises,2 77,2,4,2013,11,11,0,2,35,manicaland,rural,118,protected well,on premises,pit latrine with slab,no,yes,yes,no,natural - earth / sand,natural - mud,finished - metal,no,no,in own dwelling,middle,female,15,secondary,2,8,incomplete secondary,no,yes,attended at some time,9,167
